Democrat,population,population_change,age65plus,Black,Hispanic,Edu_bachelors,income,Poverty,Density
0,2424,-0.5,21,0.005,0.038,19.4,50000,10.4,1.8
0,8753,2.2,16.1,0.013,0.014,11.5,51189,14.2,45.6
0,222716,1.8,13.3,0.011,0.018,17.4,54845,11.3,333.1
0,25515,0.3,16.1,0.176,0.18,13.7,37081,22.1,32
0,38413,1.6,14.6,0.008,0.018,16.5,57353,8,86.8
0,12973,-4.2,16.9,0.087,0.287,16.5,41658,20.7,13.9
1,22196,-1.7,15.7,0.394,0.072,10.2,37933,20.1,2198
0,21419,0,13.1,0.012,0.581,13.8,52158,12.5,18.6
1,512784,2.7,14.5,0.064,0.071,48.5,86050,6.9,664.7
0,18567,2.5,14.8,0.008,0.045,21,64205,6.9,4.4
0,9287,1.7,17.9,0.004,0.025,16.6,40102,23.6,8.3
0,27714,17.8,9.4,0.005,0.129,33.4,65050,9.5,20
0,67785,-1.7,20.1,0.009,0.007,14.6,45241,13,105.5
0,18169,4.4,16.7,0.017,0.097,18.6,42196,20.4,13.8
0,31192,-4.7,23.8,0.349,0.027,13.7,36261,19.6,52.3
0,298832,11,20.5,0.137,0.061,22.7,42431,18.6,237.5
0,154534,0.1,16.2,0.089,0.089,21,44332,15.2,387.1
0,69447,-3.4,21.3,0.008,0.011,16.7,37855,16.3,10.8
0,123164,5.3,14.8,0.017,0.114,25,64515,10.9,129.4
0,25713,-0.2,13.3,0.232,0.021,11.1,38429,16.1,33.8
0,4501,-0.6,20.6,0.012,0.043,22.1,46625,8.8,4.5
0,25257,3,17.3,0.052,0.022,15.1,36384,21.7,92
1,194190,4.9,17.5,0.009,0.123,25.6,51250,18.3,45.9
0,8442,-5.2,18.2,0.382,0.023,10.1,27455,28.2,23.6
0,59162,-1.5,17.2,0.032,0.03,20.8,49922,12.6,121.9
0,32416,-2.1,19.6,0.007,0.01,14.2,40681,16.1,108.4
0,21987,-1.1,15.6,0.003,0.007,10.3,28401,28.3,41.8
0,33021,-0.4,21.3,0.281,0.089,17.2,39328,20.5,73.8
0,33314,4.2,10.5,0.015,0.025,40.2,46896,17.8,40.3
0,37771,-2.9,18.6,0.383,0.031,14.7,33233,20.6,36.8
0,938098,2.3,23,0.109,0.088,27.5,45535,14.1,3347.5
0,27474,3.7,14.8,0.03,0.026,14.6,37312,25,134.3
1,9695,-6.9,16.3,0.729,0.029,15,25252,36,25.5
0,7135,6.4,8.7,0.02,0.429,10.4,40895,18.1,4.5
0,69384,12.5,11.5,0.04,0.051,25.9,56580,9.1,30.6
1,46406,0.8,24.9,0.007,0.085,24.4,42365,16,47
0,810,-1.7,28.3,0,0.006,17.2,36923,15.5,1.1
0,23359,-4.7,16.7,0.006,0.007,11.5,31200,25.3,72.6
1,933572,3.1,16,0.068,0.185,45.9,83794,7.2,3884.5
0,119356,2.3,17.3,0.007,0.084,16.9,46939,17.8,50.9
0,70616,0.4,11,0.027,0.037,25.3,36372,31.5,122.8
0,15532,3.3,15.1,0.016,0.149,18.2,54666,8.3,16.7
0,76583,2.3,19.4,0.07,0.02,25,57596,8.2,91.2
0,3713,-2.8,22.7,0.003,0.084,16.4,42180,13,4
0,14224,-3.1,25.3,0.098,0.092,9.9,34555,16.1,21
0,19025,-0.6,16.2,0.025,0.057,18.8,53657,9.4,45.2
0,11906,-2.1,18.7,0.022,0.022,11.7,34397,19.9,43.1
0,21157,1.8,19.8,0.018,0.027,18.6,38598,17.3,46.2
0,4560,-6.8,19.1,0.013,0.572,14.1,34080,24.3,1.4
0,72087,2.7,10.3,0.291,0.037,27.7,35840,31.3,104.4
0,52930,11.8,11.3,0.237,0.023,37.2,43328,25.6,75
0,23655,1.4,13.4,0.019,0.015,23.8,35236,28.6,83.4
0,96063,-0.3,15.7,0.148,0.103,18.1,40821,21,188.9
0,6035,-1.5,19.6,0.005,0.012,13.1,50377,8.3,71.1
1,626685,0.2,16.7,0.041,0.049,35.8,76555,5.4,1034.7
0,8430,-5.2,23.4,0.028,0.177,15,31373,27.6,7
0,242321,9.5,13,0.019,0.162,28.7,54515,12.2,261.2
0,20343,-2.6,20.4,0.012,0.022,18.4,45542,11.5,28.6
0,6617,-1.5,19.2,0.006,0.012,10.5,39075,11.4,30.2
0,32065,-3.2,23.4,0.005,0.021,13.7,40204,15.8,39.6
0,14772,-2.6,18.5,0.033,0.023,22,39591,19.3,23.9
0,211127,2.4,15.1,0.161,0.064,18,42017,17.9,578.8
0,7180,-3.6,27.3,0.003,0.034,20.5,35051,17.3,1.6
0,13745,-2.3,24,0.008,0.018,15.2,40295,16.8,25.3
0,32876,2.7,16.7,0.171,0.033,27.3,69223,8,69
0,94636,1.7,16.3,0.027,0.129,15.2,39526,19.5,164.4
0,75702,3.6,14.9,0.039,0.056,21.6,55723,11.2,130.1
0,17311,-1.3,21.2,0.015,0.041,19.7,49342,8.6,30.8
0,5259,-3.8,23.4,0.004,0.046,22.6,38548,16,2.2
0,8834,-3.5,21.5,0.004,0.006,8.6,27645,25.2,16.5
0,28725,-2.2,17.1,0.007,0.009,12.7,42089,15.9,69.7
0,68248,4.6,14.9,0.082,0.072,33.2,88409,5.6,100.7
1,2077,8.6,7.2,0.006,0.035,9.1,30962,35.6,4.1
0,75528,0.5,18.9,0.042,0.025,23.5,43620,18.2,222.8
0,77400,17,11.2,0.018,0.063,43.6,73847,6.4,112.4
0,22524,-0.8,15.7,0.043,0.161,15.8,40415,17.6,12.4
0,6082,1.3,14.4,0.007,0.142,20.2,57808,11.2,6.9
0,4500,-5.7,25.1,0.046,0.108,11,35017,20.5,1.3
1,58267,5.4,11.4,0.013,0.583,18.2,66237,11.9,39.8
1,27170,9.7,15.4,0.441,0.139,12.5,36413,23.7,37.8
0,86759,2.9,12.2,0.007,0.023,33,68426,7.6,116.8
0,17269,-2.8,16.5,0.065,0.035,19.1,48163,14.6,46.7
0,12208,-3.6,22.3,0.012,0.032,20.8,45830,12,13.4
0,10879,-2.5,24.5,0.019,0.095,18.3,35170,19.8,47.5
0,33368,1.4,17.2,0.116,0.033,12.3,41193,14.2,53.5
0,1339,17.1,16.7,0.013,0.38,22.3,50543,15.1,1.2
1,103675,3.7,11.9,0.43,0.049,19.4,50580,15.2,367.3
0,36573,0,16,0.027,0.075,24.9,56480,10.3,85.1
0,199058,6.4,13.2,0.24,0.054,20.7,43124,19.9,326
1,79275,1,22.5,0.029,0.071,31.7,58455,9,376.6
1,24483,8.6,15.4,0.054,0.166,51.9,97242,7.2,3616.8
0,15655,0,20.3,0.006,0.014,11.4,36311,20.9,20.8
1,107919,0.4,14.5,0.471,0.038,19.2,41366,17.9,161.6
0,15328,-0.8,26.3,0.007,0.016,16.7,39564,17.1,18.8
0,5204,-2.8,18.6,0.005,0.012,13.7,49669,12.3,21.3
1,30228,1.2,31.8,0.01,0.037,36.5,46320,13.3,16.6
0,15892,-2.8,15.8,0.009,0.008,13,33889,23.1,46.5
0,7628,-3.2,22.2,0.005,0.018,13.2,35483,20.6,16.1
0,63794,-1.1,18,0.034,0.09,19.8,43798,12.4,51.4
0,27744,1.1,21.1,0.008,0.146,17.3,36584,18.8,43.6
0,8902,-3.8,19.5,0.3,0.065,12.3,47083,12.8,48.3
0,440755,1.3,15.9,0.065,0.065,22,58745,10.1,481.1
0,3915,-1.6,14.1,0.008,0.297,17.2,52264,10.1,4.6
0,18479,0.7,19.2,0.012,0.017,16.9,46976,11.5,55.9
0,23468,-3.4,18.4,0.016,0.009,8.9,37391,23,112.9
0,16892,-2.9,17.4,0.01,0.014,15.1,47401,15.4,42.6
1,143339,3.9,11.4,0.035,0.033,43.4,40052,25.1,349.7
1,86316,0.9,14.3,0.011,0.07,50,48604,22.5,126.6
0,3719,-1.7,20.8,0.002,0.01,12.9,40272,20.3,8.3
1,4522,6.9,12.6,0.008,0.053,15.8,33333,31.4,11.8
0,7750,3,18.7,0.009,0.091,16.6,49905,12.6,7.9
0,5533,-1.9,21.4,0.005,0.03,18.3,43059,10,6.4
0,43898,3.6,12.5,0.005,0.009,8.5,45477,15.8,100.3
0,47900,-1.2,17.9,0.013,0.059,12.9,42571,18.6,59.6
1,20225,-2,16.3,0.586,0.014,17.9,30764,26.4,50.3
0,75199,-1.4,16,0.042,0.111,17.9,45129,19.4,125.5
0,48801,-1.9,18,0.27,0.048,14.2,36809,19.9,54.2
0,11340,2.5,17.4,0.007,0.06,20.8,53712,12.5,6.7
0,42972,0.4,17.7,0.055,0.017,14.4,34969,21.2,61.6
0,7891,-0.1,15.5,0.008,0.054,27.9,48187,11.2,7.4
0,15161,-0.3,19.4,0.112,0.037,14,30201,27.1,19.7
0,15037,1.3,19.1,0.005,0.026,13,41061,15.1,26.3
0,10399,3.2,22.3,0.005,0.023,27.6,47831,11.1,4.9
0,10341,1.7,8.6,0.004,0.177,34.4,53931,11.7,22.6
1,400,-3.8,15.3,0.043,0.74,10.6,43438,32.8,0.3
0,2705,-1.9,21.2,0.002,0.023,16.5,50227,12,2.8
0,20919,0.7,17.4,0.005,0.022,24.4,59870,8,27.7
0,2073,-4.5,24.3,0.008,0.013,15.6,39348,13.2,8.1
0,39918,-2,19.3,0.005,0.012,9.5,31943,23.8,84.8
0,4087191,7.1,13.8,0.057,0.303,29.8,53596,16.7,414.9
1,17682,-1.5,16.6,0.007,0.167,63.4,106686,4.4,164.4
0,11332,8.7,10.5,0.003,0.025,13.7,36920,26.6,4.4
0,1039,-7,18.6,0.005,0.075,22.3,41154,15.5,1
0,19721,2.4,21.9,0.07,0.177,16.3,44149,8.3,19.9
0,63490,5.3,11.7,0.044,0.038,40.1,83391,6.8,322.2
0,9098,-1.2,20.2,0.003,0.007,9.4,39206,19.9,35.9
0,46435,-2.7,20.5,0.096,0.035,17.9,43472,15.9,84.5
0,12186,0,17,0.08,0.04,11.1,35170,28.4,19.7
0,134760,0.4,13,0.247,0.081,12.5,29806,31.7,141.3
0,20353,1.3,13.2,0.007,0.049,23.6,69301,7.4,45.7
0,8249,-1.7,20.6,0.004,0.028,14.1,50247,9.4,14.4
0,46286,-1.9,16.3,0.304,0.021,11.2,31778,25.7,70.4
0,15611,-4.7,18,0.022,0.413,14.7,31161,28.6,4.9
0,10350,-4.5,28.6,0.075,0.043,13.4,32963,25.8,22
0,31104,-3.4,27.4,0.005,0.02,15.2,40850,17.1,69.4
1,1012539,10.1,10,0.322,0.127,40.7,55444,15.4,1755.5
0,12537,-3,13.3,0.072,0.032,7.5,26261,35.1,56.3
0,1694,-2.3,22.5,0.006,0.014,18.6,46667,7.4,0.7
1,480718,8.8,9.6,0.037,0.388,20.9,56270,14.2,378.2
0,114884,-1.5,19.8,0.059,0.013,20.5,44301,13.5,173.4
0,2357,-0.3,23.4,0.004,0.011,18.4,41453,13.3,2.4
0,1502968,0.6,15.2,0.083,0.182,32.9,87763,6.4,1637.4
0,300621,1.8,15.2,0.009,0.026,37.2,77348,5.5,425
0,4312,-1.2,21,0.01,0.031,20.1,51632,4.7,7
0,4129,-4.4,23.3,0.007,0.016,12.2,37071,23.6,24.3
0,23577,2.8,13.5,0.044,0.467,17.4,50565,15.7,25.2
0,33204,1.6,19.7,0.007,0.016,31.8,50929,10.9,69.9
1,991788,4,15.8,0.031,0.095,32.1,72764,9.8,1586.7
0,59616,2.8,13.9,0.147,0.032,12.6,44665,17.1,49.4
0,23530,-2.2,21.5,0.016,0.008,17,42493,13.1,269.8
0,32886,0.5,17.6,0.006,0.018,16.8,40965,18.6,57.9
0,5202,-3.1,19.8,0.22,0.039,7.4,30980,14.9,8.5
1,10856,6.7,13.4,0.081,0.128,44,85478,10.4,226.2
1,201368,0.4,12.6,0.555,0.046,20.5,37749,25.1,618.4
0,1574,-1.6,18.3,0.015,0.275,13,50357,8.7,1.5
0,49024,-0.6,15,0.019,0.026,23.5,47151,14.7,98.9
0,13880,0.1,16.6,0.004,0.007,10.6,28388,29.1,28.7
0,101918,2.1,15.7,0.096,0.026,35.5,75070,5.1,213.1
0,31653,-4.2,21.8,0.007,0.017,17.3,41985,13.4,18.4
0,10631,-3.1,14.6,0.005,0.063,12.5,52763,10,2.5
0,14918,-2,17.5,0.006,0.085,14.5,54017,11.8,25.9
1,10116705,3,12.2,0.092,0.484,29.7,55909,17.8,2419.6
0,16412,-4.6,17.5,0.509,0.014,12.5,32996,29.7,22.8
0,18417,0,14.7,0.035,0.021,6.4,36070,21.9,41.6
1,94073,5.1,10.7,0.028,0.031,47.7,50516,20.9,156.3
0,111236,7.6,11.8,0.107,0.194,17.6,61194,13.3,132.4
0,1932,3.3,24.1,0.002,0.065,14.7,44743,11.8,1.6
0,51829,1.2,16.3,0.013,0.014,19.1,46963,16.6,44.7
0,37141,0.8,17.5,0.084,0.033,22,60519,9.2,169.2
0,80914,4.8,14.8,0.007,0.152,16.3,43886,15,40.2
1,138776,4.9,10.3,0.435,0.089,24.4,52691,16.1,661.8
0,41165,-1.1,19.6,0.273,0.023,16.3,39130,19.8,58.1
0,17190,-0.6,20.8,0.273,0.026,16.6,41650,14.4,30.8
0,23389,0.2,18,0.007,0.062,31.6,59040,7,41.9
1,161188,0.5,15.1,0.051,0.082,19.4,49435,14.3,223.3
0,27878,-1.4,15.4,0.004,0.014,11.9,41986,15.1,55
1,48958,-4.3,13.6,0.714,0.013,18.7,28093,37.3,70.6
1,17646,7.5,7.9,0.091,0.032,32.1,30714,37.7,1662.1
0,120768,6.7,11.2,0.113,0.041,27.2,50314,14.6,174.8
0,28879,-2.8,20.4,0.011,0.065,14.6,47079,13.7,26.6
0,52910,0.6,19.8,0.031,0.102,13.5,43439,16.4,62.4
0,7202,-0.9,18,0.004,0.016,18.8,51924,5.6,12.7
0,31194,-2.4,20.5,0.005,0.008,14.9,45767,10.4,38.6
0,78043,3.1,15.4,0.077,0.022,27.4,46516,15.8,130.8
0,9043,-2.7,20.6,0.021,0.013,15.6,46002,13.6,13.4
0,3755,11.5,10.3,0.039,0.659,10.6,61250,9.5,2.9
0,13466,0.1,24.3,0.244,0.023,18.4,43709,20.2,54.4
0,1309,8.3,22.6,0.003,0.012,13,45096,10.5,0.3
0,91696,-2.1,18.4,0.19,0.059,12.9,38567,17.9,165.6
0,16375,0.1,18,0.007,0.025,21,58008,10.9,27.9
0,148255,1,16.9,0.01,0.141,25.7,49471,14.7,44.1
0,765,5.2,20.4,0.005,0.03,22.5,61667,8.9,0.6
0,25772,0.9,19.1,0.005,0.122,27.3,43188,19.3,12.6
0,11494,-0.6,17.6,0.018,0.033,21.5,44842,14.1,15.8
0,7042,-0.7,21.6,0.004,0.02,19.6,43449,14.4,16.4
1,16601,-2.7,18,0.524,0.012,12.9,31170,22.1,25.2
0,56803,0.7,18.1,0.035,0.012,20.3,42152,15.9,182.7
0,37417,-0.6,18.5,0.003,0.017,14.9,51615,10.2,37.7
1,18343,-4.6,16.1,0.634,0.021,9.1,27373,28,46.9
0,23081,-1.2,13.9,0.027,0.015,23.4,36641,28.4,26.6
0,35026,4.8,19.7,0.132,0.043,22.2,60287,12.6,98.2
1,7313,-5.3,20.9,0.609,0.021,17.4,30023,25.4,18
0,26267,0.7,19.4,0.06,0.02,11.6,33452,22.6,46.3
0,37783,0.7,18,0.313,0.075,18.9,41718,17.2,59.5
0,186486,6.5,13.4,0.016,0.204,28.9,60485,12.8,103
0,134086,-1.8,19.4,0.048,0.011,14,39115,18.4,172.8
0,12434,-1.4,14.4,0.008,0.013,11.9,26839,31.7,70.5
0,40703,-2.7,20.7,0.005,0.009,17.9,43764,12.6,47.3
0,7667,1.5,22.3,0.007,0.042,16.1,37571,20.7,3.4
0,3928,-5.1,19.8,0.061,0.228,18.6,36377,26.6,6
1,4830,-8,19.6,0.548,0.019,10.3,27543,34.3,8.7
0,36955,-2.8,17.2,0.042,0.043,19.2,41624,15.8,53.1
0,139257,12.3,11.8,0.169,0.062,34.1,69306,8.3,427.6
0,10452,-1.5,16.3,0.008,0.017,9.9,44143,22.2,48.1
0,17279,4.6,10.6,0.012,0.261,12.6,59472,12.3,1.7
0,20384,2.1,16.1,0.011,0.019,12.7,40008,18.6,58
0,2694,-6.5,27.2,0.001,0.038,18,34089,18.5,4.5
0,15251,3.4,11.9,0.004,0.051,18.4,40492,27.1,1.9
0,43148,2.3,16.8,0.042,0.03,14.7,38873,20.8,86.5
0,42580,-0.3,16.2,0.007,0.082,16.3,52856,11.4,105.3
0,27578,-2.2,19.9,0.031,0.009,13.2,31163,15.8,86.1
0,167076,1.7,14.4,0.038,0.095,25.4,62794,10.4,393
0,12394,0.3,18,0.004,0.009,10.9,37716,19.9,20
0,5446,-0.2,20.7,0.006,0.019,16.5,49788,9.5,6.3
0,11607,-3.1,18.6,0.007,0.442,20.3,38993,19.2,13.1
0,27395,-1.4,18.5,0.19,0.152,15.1,31830,25.6,56.5
0,3556,-4.5,35,0.006,0.198,18.5,39826,19.7,0.5
0,3983,-2.2,21.4,0.002,0.016,22.2,49831,12.5,3.6
0,76330,1.9,12.7,0.37,0.032,27,36726,27.6,160.7
0,4276,-4.3,21.3,0.067,0.019,13.5,38371,17,12.1
0,26553,-1.6,15.9,0.369,0.057,17.2,43861,19.9,53.9
0,26887,-2.1,16.5,0.476,0.045,13.4,32911,26.7,31
0,102383,1.3,13.8,0.068,0.041,22.2,66689,10.4,292
1,89658,0.6,18,0.011,0.022,37.7,54912,11.2,52.2
0,504,5.4,21.8,0.002,0.002,16,42917,17.7,0.7
0,28989,2.8,20.1,0.011,0.058,27.8,53951,8.2,4.1
0,7361,-1.9,23.8,0.046,0.034,32.4,56438,10.8,27.7
0,35662,0.2,20.2,0.005,0.088,13.3,38710,19.1,45.7
0,5845,2.2,18.4,0.003,0.007,10.9,34702,19.3,24.6
0,15406,-1.4,12.6,0.459,0.016,18.8,61616,16.6,38.8
0,6362,1.4,20.2,0.004,0.024,17.8,49088,10.3,11
0,46552,-0.3,20.3,0.008,0.013,11.5,40384,15.3,113.6
0,17826,2.9,15.8,0.097,0.02,14.8,39546,20.3,74
0,18594,-2.2,17.5,0.245,0.03,12.4,39633,15.8,19.2
0,11042,-0.6,25.5,0.016,0.016,18.5,38704,15.3,10.9
0,47399,-0.9,24.5,0.005,0.014,31.2,50866,10.1,51.4
0,21001,-0.7,17.7,0.008,0.02,13.2,38679,21,25.6
0,94788,6.1,13,0.064,0.057,39.2,67721,7.4,212.6
0,21947,-4.9,17.9,0.411,0.012,10.6,29203,28.6,22.5
0,70138,4.9,11.2,0.035,0.038,32.6,46745,16,46.5
0,25224,-1.2,12.5,0.295,0.105,11.6,37587,27.4,53.2
0,17394,1.4,19,0.006,0.019,12.1,40140,16.3,30.6
1,43698,-1,16.3,0.012,0.014,21.7,45418,15.1,33.9
0,4589,1.1,21.3,0.006,0.034,13.6,43409,13,2.4
0,61167,0.4,16.3,0.01,0.014,21.2,49750,14.2,115.9
0,22148,1.1,10.2,0.03,0.528,13.2,51181,15.4,24.3
1,7599,-1.7,13.9,0.851,0.005,19.9,26028,40,14.9
0,7254,1.8,21.5,0.004,0.045,25.3,48540,7.8,1.8
0,4204,-1.3,23.9,0.002,0.022,17.8,40445,15.2,7.5
0,19438,-3.6,19.1,0.294,0.055,11.3,35817,20.4,57.4
0,6778,-1.6,15,0.323,0.029,12.3,37894,25.8,34.5
0,80160,-1.6,18.6,0.008,0.035,18.7,48881,9.7,138.3
0,8002,1.7,15.5,0.091,0.03,12.9,43034,13.6,68.9
1,846178,2.8,13.6,0.022,0.42,31.4,76544,11.1,446.7
0,2794,1.4,19.7,0.01,0.049,15.6,41765,12.8,2.6
0,8304,-4.7,22,0.117,0.012,9.3,34855,21.2,13.4
0,12928,-6.3,12.9,0.005,0.143,15.6,53231,11.5,2.9
0,9866,-3.1,22.3,0.019,0.02,19.1,44484,13.4,17
0,27938,2.6,15.5,0.008,0.019,21.9,47214,11.1,39.5
0,87470,1.2,17.5,0.015,0.027,44.9,75457,5.2,370.7
0,38108,-3.4,16,0.01,0.007,12.8,30476,28.9,100.3
0,89486,-1.6,18.4,0.068,0.058,16.6,37263,20,179.3
0,49880,1.2,16.3,0.111,0.03,26.8,46071,16.6,237.2
1,1397710,5.9,22.7,0.188,0.207,32.4,52432,14.5,670.2
1,552778,2.7,13.8,0.249,0.094,33.8,64537,10.7,1263.2
0,1121,10.2,24.6,0.001,0.025,19.6,41875,13.3,1.1
0,28559,0,23.8,0.004,0.017,19.6,45045,16.4,14.1
0,9701,-2.8,15.5,0.35,0.022,11.5,36722,22.8,32.9
1,6390,-6.9,19.1,0.566,0.021,12.3,32424,21.8,17.5
0,278443,-0.8,15.8,0.076,0.038,24.8,45202,16.9,351.1
1,27817,-0.9,12.4,0.574,0.056,11.9,26336,35.5,30.4
0,39506,2.7,13.5,0.025,0.02,20.3,52200,14.5,94.2
0,93275,0.8,15.5,0.247,0.073,19,42346,19.7,104.6
0,178985,6,16.1,0.113,0.057,21.1,47461,14.7,222.6
1,394972,5,16.2,0.01,0.084,31.8,64352,9.8,201
0,88493,2.7,15.4,0.084,0.149,16.6,44858,19.9,102.5
0,167005,11.5,10.8,0.037,0.024,37.2,52590,13,84.9
0,4361,2.5,29,0.012,0.053,32.7,32427,14.6,5.8
0,31176,4,15.7,0.019,0.049,25.4,43775,18.1,105.9
0,12948,-1.5,26,0.201,0.035,18.7,43853,13.8,39.1
0,351220,4.4,16,0.198,0.051,27.2,46702,16.6,620.3
0,17398,-2.1,18.1,0.004,0.011,15.5,54076,8.4,30.7
0,192103,7.8,12.5,0.171,0.1,25.1,53551,13.2,492.1
0,25480,-2.7,18.3,0.113,0.03,14.2,37898,19.8,146.1
0,24178,-1.3,22.5,0.021,0.064,14.3,43070,11.6,39.1
0,172193,8.4,10.2,0.045,0.083,36.2,69965,6.6,664.6
0,9127,-1.9,21.8,0.01,0.02,12.2,39963,16.5,9.2
1,11681,-4.6,15.1,0.593,0.021,7.2,39697,21.6,41.5
1,531997,3.4,12.1,0.033,0.441,16.4,49297,20.3,344.2
0,6745,-1.6,20.7,0.028,0.011,13.9,31593,23.6,22.5
0,184993,-2.6,18.4,0.018,0.055,33.4,71338,6.4,206.3
0,159774,0.2,15.2,0.073,0.045,28.6,59432,13.2,244.4
0,14850,-1.1,23.7,0.125,0.035,26.7,48789,14.2,31.9
0,233371,5,11.8,0.301,0.053,29.3,69743,8.5,652
0,4816,0.1,23.6,0.007,0.04,17.9,42019,11.9,2.4
0,13372,-3.3,14.7,0.066,0.555,9.4,39714,21.9,15.4
0,23977,0.6,16.9,0.01,0.033,8,40830,19.7,40.6
0,26037,0.2,20.9,0.046,0.015,12.8,34907,21.2,46.9
0,11841,-3.2,19.8,0.016,0.016,12.1,40236,17.5,22.8
0,67336,2.6,14.9,0.225,0.123,17.8,45675,16,72.9
0,18410,-0.7,21.4,0.01,0.209,21.4,44796,12.8,1.8
1,17310,-3.1,16.8,0.013,0.493,19.4,34036,25.1,2.7
0,39745,1.3,17.2,0.018,0.014,17,42184,16.1,44.2
0,43186,0.9,16.9,0.03,0.021,21.6,39470,22.9,77.1
0,37184,1.1,9.4,0.033,0.482,17.9,47945,16,28.2
1,164943,-0.4,17.7,0.054,0.058,39.1,76994,6.4,448.6
0,19813,-2.2,15.9,0.441,0.014,13,47225,17.3,44.7
0,82101,6,14.3,0.008,0.029,25.9,52838,10.6,137.6
0,14447,-1.5,17.1,0.003,0.009,8.3,29184,27.2,58
0,33045,-0.1,28.5,0.041,0.032,27.6,41781,14.3,87.4
0,10165,-1,18.2,0.006,0.028,7,27100,24.4,52.1
0,2649,-5.4,19.7,0.425,0.037,11.2,35718,22.5,13.4
0,169511,1.5,14.7,0.02,0.039,25.5,51010,12.3,384.3
0,7582,-7,20.3,0.403,0.022,11.3,27263,28.8,13.4
0,692,-3.6,27,0.001,0.027,21.3,37105,11.3,0.7
1,64713,-0.1,11.4,0.027,0.018,28.2,33823,31.7,128.6
0,29241,0.2,19,0.012,0.038,25.7,54167,8.2,32.5
0,2384,1.7,25.2,0.008,0.012,23.2,47798,9.9,2.4
0,24246,-1.4,17.1,0.08,0.027,8.6,32089,28.1,32.4
0,293542,3.2,15.1,0.21,0.064,21.3,42919,17.9,351.9
0,14582,-2.9,18.7,0.033,0.032,12.5,39236,17.8,19.7
1,260750,3.3,19.4,0.029,0.16,54.6,90839,7.7,485.1
1,154747,5.6,11,0.438,0.053,26.7,93160,7,320.2
0,18855,-1.4,17.2,0.008,0.026,21.3,56875,7.7,35.9
0,14905,-3.4,20.3,0.058,0.026,16.7,43615,16.3,65
0,13236,-2.8,16.4,0.043,0.047,8.4,41415,14.8,41
1,92407,-2.3,13.6,0.684,0.026,17.8,31671,31.2,287.7
0,6644,2.4,18.8,0.003,0.054,26.4,56466,4.9,12.6
0,126339,2.7,18.4,0.03,0.03,20.8,45991,13.7,220.2
1,14616,4.9,10.2,0.004,0.016,19.9,31336,36,15.4
0,135780,1.3,15.9,0.008,0.026,22.2,53363,10.9,86.8
0,371694,6.7,17.8,0.017,0.135,35.1,72725,8.7,247.6
0,229230,-0.4,18,0.039,0.04,24.9,56018,9.2,1011.2
0,16853,0.1,16.5,0.004,0.038,16.5,49107,11.7,26.6
0,22506,-1.8,14.8,0.221,0.021,12.1,36447,18.1,36.8
1,200710,1.8,18,0.007,0.017,28.8,57348,9.5,199
0,190223,-1.5,18.1,0.076,0.011,25,46085,14.1,214.1
0,123204,1.2,14.2,0.205,0.18,19.9,45525,17.6,445.4
0,48195,0.8,16.2,0.14,0.256,16.5,40795,21.1,47.3
0,29114,2.5,17.6,0.096,0.259,18.6,53265,10.1,44
0,232871,-0.9,17.5,0.068,0.053,22.4,48729,15.9,193.7
0,10076,-0.8,21.7,0.311,0.044,11.1,36213,16.7,21.6
0,17447,-2,19.9,0.011,0.051,20.1,41848,19.5,43.1
0,14906,0.6,14.5,0.087,0.525,11.2,42862,23.3,19.8
1,68698,8.2,23.6,0.131,0.128,36.4,57091,12.4,93.1
0,498,-7.6,19.9,0.004,0.016,26.3,54926,13.6,0.6
1,21903,-1,12.6,0.027,0.877,8.8,25886,40,37.5
0,46627,3.5,14.4,0.083,0.117,12.3,40759,20,95.1
0,27970,3,20.6,0.024,0.029,19.3,40670,20.1,112.8
0,6367,-1.8,17.1,0.009,0.037,24.1,51791,11.9,12.5
0,13885,-3.3,19.1,0.418,0.016,11.1,31543,26.9,17.7
0,16414,0.3,19.5,0.006,0.01,15.6,36199,20.3,42.5
0,43752,1.7,17.4,0.04,0.136,17.1,39306,20.8,155.5
0,17914,-1.3,17.3,0.009,0.01,10.7,48433,11.9,36.4
0,17451,-1.8,19.2,0.006,0.084,16.1,51670,11.5,24.6
0,16866,0.9,21.4,0.002,0.082,15.8,44432,18.2,29.8
1,245428,1.1,9.9,0.427,0.075,25.3,44747,19.2,4486.4
0,17863,-2.4,14,0.058,0.024,7.3,20972,30.3,42.9
1,14218,4.7,6.8,0.002,0.037,11.8,25648,53.2,6.5
0,195012,-2.6,17.3,0.194,0.081,19.1,42331,19.2,250.2
1,87754,3,12.8,0.51,0.1,26,52579,14.7,656.5
1,150287,4.2,14,0.057,0.045,40.1,66252,8,220.8
0,36959,0.9,17,0.023,0.059,14.4,35026,23.7,48
0,63988,-0.1,16.1,0.332,0.045,14.8,41534,21.5,326.1
0,27469,-0.9,14.8,0.076,0.431,8.8,37125,29.6,43.5
1,14761,-4,13.5,0.564,0.062,8.5,29853,30.2,23.8
0,52069,-1.6,19.6,0.08,0.056,17,40667,16.7,73.9
0,36465,-1.4,17.7,0.009,0.227,20,43444,13.7,50
0,12125,-1,25.4,0.006,0.012,10,35522,18.7,19.8
0,42852,2.1,26.5,0.05,0.096,17,43649,14.6,65
0,1375,-4.6,33.2,0.001,0.052,16.8,37974,15.6,0.8
0,22264,0.8,18.7,0.096,0.043,13,34830,18.9,84.5
